cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/CoberturaFile.java;CoberturaFile;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/CoberturaFile.java;CoberturaFile;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentationToArchive;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentationToArchive;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentationToSingleClass;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentationToSingleClass;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentation;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;addInstrumentation;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;parseArguments;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;parseArguments;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;parseArguments;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/instrument/Main.java;parseArguments;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/merge/Main.java;Main;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/merge/Main.java;Main;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/merge/Main.java;Main;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/Main.java;setDataFile;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/Main.java;setDestination;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/html/HTMLReport.java;generateSourceFileList;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/reporting/html/HTMLReport.java;generateOverview;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/util/IOUtil.java;moveFile;CWE22
cobertura-1.9.4.1/test/net/sourceforge/cobertura/ant/FunctionalConditionCoverageTest.java;;CWE22
cobertura-1.9.4.1/test/net/sourceforge/cobertura/ant/FunctionalTest.java;;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/check/Main.java;Main;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java;getDefaultDataFile;CWE22
cobertura-1.9.4.1/src/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandler.java;getDefaultDataFile;CWE22
cobertura-1.9.4.1/test/net/sourceforge/cobertura/coveragedata/CoverageDataFileHandlerTest.java;CoverageDataFileHandlerTest;CWE22
